clade_name	NCBI_tax_id	ERR6282383_BCN-08_1_profile	ERR6282298_BCN-03_1_profile	ERR6282137_BCN-07_1_profile	ERR6282070_BCN-06_1_profile	ERR6281997_BCN-01_1_profile	ERR6281944_BCN-04_1_profile	ERR6281942_PRIMM0004_profile	ERR6281941_BCN-12_1_profile	ERR6281939_BCN-05_1_profile	ERR6281751_PRIMM0001_profile	ERR6281677_BCN-09_1_profile	ERR6281658_BCN-10_1_profile	ERR6281586_BCN-11_1_profile	ERR6281518_PRIMM0029_profile	ERR6281505_PRIMM0002_profile	ERR6281504_PRIMM0007_profile	ERR6281500_PRIMM0017_profile	ERR6281499_PRIMM0003_profile	ERR6281448_PRIMM0013_profile	ERR6281434_PRIMM0059_profile	ERR6281433_PRIMM0005_profile	ERR6281432_PRIMM0044_profile	ERR6281431_PRIMM0008_profile	ERR6281344_PRIMM0032_profile	ERR6281343_PRIMM0062_profile	ERR6281342_PRIMM0030_profile	ERR6281341_PRIMM0060_profile	ERR6281340_PRIMM0035_profile	ERR6281000_PRIMM0078_profile	ERR6280948_PRIMM0050_profile	ERR6280910_PRIMM0064_profile	ERR6280907_PRIMM0080_profile	ERR6280899_PRIMM0111_profile	ERR6279683_PRIMM0068_profile	ERR6279682_PRIMM0077_profile	ERR6279681_PRIMM0117_profile	ERR6279680_PRIMM0079_profile	ERR6279679_PRIMM0087_profile	ERR6279678_PRIMM0091_profile	ERR6279677_PRIMM0109_profile	ERR6279676_PRIMM0116_profile	ERR6279675_PRIMM0088_profile	ERR6279674_PRIMM0113_profile	ERR6279673_PRIMM0094_profile	ERR6279672_PRIMM0137_profile	ERR6279671_PRIMM0129_profile	ERR6279670_PRIMM0171_profile	ERR6279669_PRIMM0201_profile	ERR6279668_PRIMM0123_profile	ERR6279667_PRIMM0140_profile	ERR6279666_PRIMM0159_profile	ERR6279665_PRIMM0143_profile	ERR6279664_PRIMM0155_profile	ERR6279663_PRIMM0154_profile	ERR6279662_PRIMM0162_profile	ERR6279661_PRIMM0204_profile	ERR6279660_PRIMM0168_profile	ERR6279659_PRIMM0178_profile	ERR6279658_PRIMM0166_profile	ERR6279657_PRIMM0261_profile	ERR6279656_PRIMM0181_profile	ERR6279655_PRIMM0241_profile	ERR6279654_PRIMM0197_profile	ERR6279653_PRIMM0193_profile	ERR6279652_PRIMM0199_profile	ERR6279651_PRIMM0210_profile	ERR6279650_PRIMM0215_profile	ERR6279649_PRIMM0218_profile	ERR6279648_PRIMM0220_profile	ERR6279647_PRIMM0256_profile	ERR6279646_PRIMM0219_profile	ERR6279645_PRIMM0232_profile	ERR6279644_PRIMM0234_profile	ERR6279629_PRIMM0240_profile	ERR6279628_PRIMM0266_profile	ERR6279627_PRIMM0242_profile	ERR6279626_PRIMM0271_profile	ERR6279625_PRIMM0264_profile	ERR6279624_PRIMM0331_profile	ERR6279623_PRIMM0276_profile	ERR6279622_PRIMM0308_profile	ERR6279621_PRIMM0278_profile	ERR6279620_PRIMM0281_profile	ERR6279619_PRIMM0300_profile	ERR6279618_PRIMM0541_profile	ERR6279616_PRIMM0301_profile	ERR6279615_PRIMM0287_profile	ERR6279614_PRIMM0325_profile	ERR6275684_PRIMM0310_profile	ERR6275683_PRIMM0521_profile	ERR6275682_PRIMM0516_profile	ERR6275681_PRIMM0328_profile	ERR6275680_PRIMM0532_profile	ERR6275679_PRIMM0526_profile	ERR6275678_PRIMM0525_profile	ERR6275677_PRIMM0546_profile	ERR6275676_PRIMM0536_profile	ERR6275675_PRIMM0543_profile	ERR6275674_PRIMM0573_profile	ERR6275673_PRIMM0559_profile	ERR6275672_PRIMM0544_profile	ERR6275671_PRIMM0549_profile	ERR6275670_PRIMM0551_profile	ERR6275669_PRIMM0557_profile	ERR6275668_PRIMM0575_profile	ERR6275667_PRIMM0561_profile	ERR6275666_PRIMM0567_profile	ERR6275665_PRIMM0565_profile	ERR6275664_PRIMM0563_profile	ERR6275663_PRIMM0571_profile	ERR6275661_PRIMM0354_profile	ERR6275659_PRIMM0569_profile	ERR6275652_PRIMM0576_profile	ERR6273965_PRIMM0602_profile	ERR6271721_PRIMM0601_profile	ERR6271720_PRIMM0578_profile	ERR6271719_PRIMM0590_profile	ERR6267712_PRIMM0594_profile	ERR6267711_PRIMM0589_profile	ERR6264281_PRIMM0365_profile	ERR6264280_PRIMM0610_profile	ERR6257997_PRIMM0597_profile	ERR6254871_PRIMM0352_profile	ERR6254870_PRIMM0353_profile	ERR6254869_PRIMM0611_profile	ERR6248618_PRIMM0361_profile	ERR6243880_PRIMM0381_profile	ERR6243879_PRIMM0357_profile	ERR6243878_PRIMM0383_profile	ERR6243877_PRIMM0380_profile	ERR6239139_PRIMM0391_profile	ERR6239138_PRIMM0378_profile	ERR6236131_PRIMM0394_profile	ERR6235718_PRIMM0398_profile	ERR6235717_PRIMM0386_profile	ERR6235716_PRIMM0387_profile	ERR6233695_PRIMM0511_profile	ERR6233694_PRIMM0417_profile	ERR6233693_PRIMM0399_profile	ERR6233692_PRIMM0403_profile	ERR6232688_PRIMM0411_profile	ERR6232687_PRIMM0404_profile	ERR6232686_PRIMM0422_profile	ERR6232529_PRIMM0421_profile	ERR6232528_PRIMM0423_profile	ERR6232527_PRIMM0445_profile	ERR6232526_PRIMM0424_profile	ERR6232525_PRIMM0426_profile	ERR6232524_PRIMM0473_profile	ERR6232523_PRIMM0427_profile	ERR6232522_PRIMM0435_profile	ERR6232521_PRIMM0434_profile	ERR6232518_PRIMM0447_profile	ERR6232458_PRIMM0460_profile	ERR6232425_PRIMM0455_profile	ERR6232382_PRIMM0461_profile	ERR6231616_PRIMM0474_profile	ERR6231548_PRIMM0467_profile	ERR6231475_PRIMM0498_profile	ERR6230340_PRIMM0477_profile	ERR6230326_PRIMM0483_profile	ERR6230278_PRIMM0475_profile	ERR6230245_PRIMM0513_profile	ERR6229432_BCN-02_1_profile
Slackia_exigua	2|201174|84998|1643822|1643826|84108|84109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00116	0	0	0	0	0	0	0	0	0.00234	0.00359	0	0	0	0	0.11602	0	0	0	0	0	0	0	0	0	0.00329	0.00061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03421	0	0	0	0	0	0	0	0	1.88285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slackia_isoflavoniconvertens	2|201174|84998|1643822|1643826|84108|572010	0	0	0.00676	0	0.37315	0.07243	1.37581	0	0	0	0	0	0.00186	0.30263	0	0.50993	1.86566	0.01283	0.00159	0.00259	0	0.00017	0	0.00183	0.00079	0	0	0	0	0.06921	0.00116	0.00205	0.00243	0	0	0.93939	0.39234	1.58444	3.01377	0	0.00647	0	0.00428	0	0.00206	0.00177	0.00187	0.99322	0	0.87418	0.00377	0	0.15749	1.13975	1.45655	3.26195	0	0	0	0.22521	0.80943	0	0	0	0	0	0.82001	0.28393	0.41412	0.00059	0	0.16085	1.37226	0.16582	0.37791	0	6.7892	0	0.0006	0	0.79911	0	0	0.12475	0	0.62174	0	0	1.2899	0	2.12489	0.66847	1.55342	0.21962	0.04271	0	4.84589	0	0	0	0.7132	0.39716	0	0	0	0.34145	0.84788	0	0	0	0.09124	0.71267	0.19309	0.56578	0	0.32606	0	0	0	0.00181	0	0.59889	0	5.99628	0	0.00307	0.14473	0	0.00529	0	0.00245	0	2.68973	0	0.0103	0	0.00222	0.00144	0	0	14.11579	0.17439	0.00076	2.94561	0.37772	0	0	0.05218	0.58345	0.14777	1.35655	0.72182	0	0	0.25099	0.3719	1.52382	1.15171	10.63844	0.68793	0	1.15329	0.31881	0.01635
Bacteroides_caccae	2|976|200643|171549|815|816|47678	1.08954	0.69437	0.07406	1.2179	2.29358	0.07935	1.56013	4.00435	1.16749	0	1.44496	0	0	1.14899	0.35385	0.53663	0.0336	0.13272	0.04902	0.04367	0	0	0.73222	0.68338	0.00271	0.00439	0	0	0	1.48578	0	0.38348	0.05148	0.01719	0.08621	0	3.10876	0.15025	0	0.00717	0	0.04013	0.34558	0.74502	0.05249	0.16734	3.18445	0.0009	0	0.02638	0.02497	0.05626	0.04534	0	0.11526	0.01632	0	0.06938	0	0.00634	0.1203	0.45737	1.55853	1.41796	0.18228	0	4.57117	0.62235	0.01251	0.00051	0.20361	0.48409	0.37569	0.25444	0.75446	0.00083	0.85627	0	0	0	0.00559	0.18993	0	0.17334	0.02781	0.63627	0	0	0	0.37052	0.1032	0.26195	0.14511	0	0.07188	0.77177	0.00771	0	0.02718	2.83914	1.01507	0.09056	0	0.4357	0	0.00577	0.2631	1.05426	0.21533	1.44681	2.55823	0.6225	0.48008	1.0826	0	0	0	0	0.04472	0.87545	0.84423	0.04266	0.33182	0.00772	0	0	0.06609	0	0.42045	0	0.36455	0	0.01327	0.17176	0.85074	0	0.66338	0	0	0.14783	0	0.27559	0.03283	0.0363	0	0.00875	0	0.0016	0.07912	0.23951	0	0	0	0.59022	0.05789	0	0	0.07046	0.2047	0.00135	0	0.00717	0	0.25778
Bacteroides_cellulosilyticus	2|976|200643|171549|815|816|246787	0.04793	0.00812	0	0.31729	2.15852	0.39604	0	1.78393	0.00648	0.00224	2.37047	0	0.92578	0.00194	0	1.60272	0	0.00993	0	0	0	0.00108	0	0	0	0	4.36808	1.52871	0.02518	0.17132	0	0	0	0	0	0	0.47889	0	0.40225	0	0	0	0.02276	0	0.00267	0	0.43594	0	0	0.00079	0	0	0.02802	0	0	0	0	0	0	0.00535	0.14646	0.05121	0.02306	0.0805	0.37686	0	1.47145	0.01518	0	0.60183	0.40235	0.00282	0.12383	0.88576	0	0.00428	0.04555	0	0	0	0	0.00331	0	0.62885	0	0.02659	0.00098	0	0	0	0.00945	0	0.23086	0	0	0	0.07381	2.21446	0	0.43663	0.00185	0	0	0.52934	0	0.02219	0.27583	0	0	0	0	0	0.06558	0.1085	0	0	0	0	0	0	0	0.00346	0.14689	0	0.97281	0	0	0	2.03499	0	0.02624	0	0	0.04479	0.07001	0	0	0	0	0	0.00409	0.20439	0	0	0.00088	0	0	0.00073	0	0	0	0.01419	0	0	0	0	0	0.00427	0	0	0	0	0	0.07635
Bacteroides_clarus	2|976|200643|171549|815|816|626929	0	0	0	0	0.12908	0	0	0	0.30387	0	5.4056	0	1.19348	0.03585	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0486	0.03383	0	0	0.02968	0.08307	0	0	0.00087	0	0	0	0	0	0	0	0.19579	0	0.02621	0.60939	0	0	0	0	0	0	0	0	0.00107	0	0	0	0	0	0.15501	0	0	0	0	0	0	0	0.14307	0	0	0	0.19482	0	0	0	0	0	0	0	0	0.24618	0	0	0	0	0	0	0.01003	0.0026	0	0.13173	0	0	0	0.09018	0	0	0.13469	0	0.02843	0	0	0	0	0	0	0	0	0	0.0168	0.04225	0.36466	0	0	0	0	0.00636	0.05871	0.12144	0	0	0	0	0	0	0	0	0	0.00096	0	0	0.01468	0.1573	0	0.1267	0	0	0	0	0	0	0	0	0	0	0	0	0.05749	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48073
Bacteroides_coprocola	2|976|200643|171549|815|816|310298	1.70029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00529	0	0	0	0	0	0	0.0211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69083	0	0	0	0	0	0	0	0.0166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.151	0	0	0.33302	0	0	0	0.01279	0.00258	0	0	0	0.06482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0	0	0	0.20185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_coprophilus	2|976|200643|171549|815|816|387090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09582	0	0	0	0	0	0	0	0	0	0	0	0.62877	0	0	0	0	0	0	0.9047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_dorei	2|976|200643|171549|815|816|357276	0.99963	5.25868	0.04261	0	5.15633	1.53756	0.00391	0	0	0.16871	13.13499	0.57153	16.2254	0.68727	0.23722	1.54827	0.00169	1.16896	0.44837	0.00275	15.58491	3.73002	1.20535	0.15679	0.00298	0	3.35207	0.0041	0.05893	0.11276	0	0.00359	0.1352	0	0.13112	0.00296	0.07988	0	1.83627	0.0051	1.66474	1.36757	0.14039	2.20038	0.08982	0	0.06464	0.114	0	0.00116	0.00102	0.10953	0	0.12585	0.03029	0.00345	0.24167	0	0.10622	0.0581	0.40239	0	0	2.31193	0	0	0	2.5547	0	1.59685	0	0.85002	0.05394	0.10082	2.1802	0.0033	0.63886	0	0.00048	0.01777	0.03484	0	3.61272	0.3752	15.61401	0.01375	0.01625	0	0.00845	0	0.03418	0.0348	0.07724	0.00459	0.09453	0.43832	0.04831	0	9.45939	0.37592	0.05499	0.05737	0	3.66354	2.29384	0.0263	1.21179	14.87599	0	1.57795	0.00088	0.11847	0.58325	5.18413	0	0.02164	0	0	0	0.37108	0	0.05211	0	0.0005	0	0.22355	0.0406	0	0.99334	0	0.17175	0	0.00779	0.08979	0	0	0.11342	0	0	0.42289	0	0.01761	0.1908	0	0.01083	0.0303	0	0	0.00162	0.08511	0.29282	0	0	0.39464	0.33258	0	0	0	0	0.02288	0.00313	0.05756	0.01147	0.29832
Bacteroides_eggerthii	2|976|200643|171549|815|816|28111	0.0713	0.01108	0.16758	0	0	0.47255	0.00063	0.00077	0	0	0	0	2.78515	0.16793	0	0	0	0	0	0.00049	0	0.00022	0	0	0.0006	0	0.00035	0	0	0	0	0	0.10717	0	0	8e-05	0.67678	0	0	0	0.88169	0	0.57162	0	0	0	0.40772	0.07416	0	0.00819	0.25665	2.40115	0	0	0.01256	0.88096	0	0.24243	0.01362	0.00277	0	0	0	0	0	0	1.07313	0.05147	0	0	0	0	0	8.85684	3.95603	0.02011	0.07099	0	0.00053	0	0	0.23782	0	0	0	0	0	0	0	0.51226	0	0	0	0	0	0	0	0	0	0	0.06951	0.17767	0.92866	0	0	0	0	0	0	0	0.01463	0	0	0	0	0	0	0	0	0.77755	5.54849	0.03498	0.84137	0	0	0	0.00174	0	0.00277	0	1.48866	0	0	0	0.11956	0	0.58159	0	0	0	0	0	0	0.00117	0	0	0	0	0.00103	0	0.11027	0	0	0	0	0	0	0	0.00145	0	0	0	0	0.04651
Bacteroides_faecichinchillae	2|976|200643|171549|815|816|871325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_faecis	2|976|200643|171549|815|816|674529	0	0.01428	0	0	0	0.03968	0	0	0	0	0.00567	0	0	0.00896	0.03218	0	0.00329	0	0.00237	0	4.05289	0	3.78251	1.25985	0	0	0	0	0	0	0	0	2.45703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00203	0	0	0	0	0	0	0	0	0	0.00731	0	0.02538	0	0	0	0	0	0	0	0.20097	0	0	0.24231	0.88063	0.05571	0	0	0	0	0	0	0.02581	0	0	0	0	0	0	0	0	0.08288	0	0	0	0	0	0	1.31035	0	0.87991	0.03567	0	1.5023	0	0.21255	0	0	0	0	0	0.04269	0.22411	0	2.17151	0	0.15935	0	0	0	0.31298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02454
Bacteroides_faecis_CAG_32	2|976|200643|171549|815|816|1263044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00422	0	0	0	0	0	2.12077	0.66393	0	0	0	0	0	0	0	0	1.43477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00235	0	0	0	0	0	0	0.47713	0	0	0	0	2.19682	0	0	0	0	0	0	0	0.03375	0.0473	0	0.22754	0	0.00348	0	0	0	0.38794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62977
Bacteroides_finegoldii	2|976|200643|171549|815|816|338188	0.17932	1.07145	0	0	0	0.54447	0	0	0	0	0	10.70596	0	0.02278	0	0.03656	0	0	0.04533	0	0	0	0	0	0	0	0	0	0	0.16578	0	0	0.12783	0	0	0	0.41827	0	0	0	0	0	0	0	0	0	0.04798	0	0	0	0	0	0.00465	0	0	0	0	0	0	0	0	0.04161	0	0	0	0	0.06075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02251	0	0	0	0.06854	0	0	0	0	0.23639	0	0	0	0	0.17492	0	0	0	0.88245	0	0.03775	3.297	0	0	0	0	0	0	0	0.02327	0.11921	0.08815	0	0	0	0.03796	0	0	0	0	0	0	0	0.12443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20284
Bacteroides_fluxus	2|976|200643|171549|815|816|626930	0	0.15702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_fragilis	2|976|200643|171549|815|816|817	0	0	0.00642	0	0	0	0	2.71118	0.45926	0	0.27697	0.77484	0	0	0	0	0	0	0.00502	0	1.98721	0.52394	0	0.0062	0	0	0	0.10198	0.0344	0	0	0	0	0.05453	0	0	0	0	0.18714	0	0	0.08494	0	0	0	0.03091	0.06515	0.01777	0	0	0	0	0	0.07921	0	0	0	0	0	0.0025	0.00619	0.03584	0	0.16519	0.26639	0.09514	1.30852	0.03423	0.01917	0.52272	0.16954	0	0	0	0.53646	0	0	0.99357	0	0	0	0	0.69069	0	0.03574	0	0	1.26553	0	0	0	0	0	0	0	0	0	1.02861	0	0.10495	0.69078	0	0	0.08795	0	0	0.01945	0	0	0	0.00151	0	0	0	0.3153	0.03499	0.14299	0.03406	0	0	0	0	0	0	0.80873	0.04311	0.00256	0	0	0	0.40715	0	0	0.04142	0.05491	0.74912	0	0	0	0	0.21447	0	0	0	0	0.00572	0	0	0.0616	0.02953	0	0	0	0	0.63999	0	0	0	0	0	0	0	0	0.06714
Bacteroides_galacturonicus	2|976|200643|171549|815|816|384639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00124	0	0.14994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03275	0.00595	0	0	0	0	0	0	0	0	0	0.01319	0	0	0	0	0	0	0	0	0.03368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00187	0	0	0	0
Bacteroides_heparinolyticus	2|976|200643|171549|815|816|28113	0.00422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_intestinalis	2|976|200643|171549|815|816|329854	0	0.00225	0.04468	0	0	0	0	13.00754	0.09466	0.55696	0	0.35203	0	0.00484	0	0	0.00314	0.00151	0	0.05102	1.04045	0	7.70721	4.82846	0.15934	0.00593	0	0	0	0	0	4.97582	0.05364	0.17385	0	0.00751	0.1416	0.0511	0	0.00023	0	0	0	0	0.09834	0.17453	0	0.05875	0	0	0.0976	0	0	0	0	0.04501	0.14516	0	0	0.00138	0	0	0	0	0	0	0.00427	0	0	0.03617	0	0	0	0	0.6305	0	0	0	0	0	0.02662	0	2.00874	0	0	0	0	0	0	0	0	0	0	0	0.00199	0.03145	0	1.88686	0	0	0	0	0	0	0.8881	0	0	0	0.42821	0	0.03801	0	0	0	0	0	0	0	0	0	1.74259	0	0	0	0	0	0	0	0	0	0.85659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00994	0	0	0	0	0	0	0	0	0	0
Bacteroides_massiliensis	2|976|200643|171549|815|816|204516	0.7866	0.82396	0	0	0.03683	6.76912	0.31053	0	0	0	0	0	2.71268	0.06951	0	0	0.00047	0	0.09472	0.02286	0	0	1.58713	0.56355	0	0.00112	0	0	0	0.21482	0	0.02429	0.02924	0	0.03888	0	0	0.00118	0	0	0.53097	0	0.01785	0	0.0048	0.01284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07107	0	0	0	0	0.25079	0	0	0	0.16024	0.0038	0.45486	0	0	0.04509	0	0	0	0	0	0	0.19522	0.34166	0	0	0	0	0.2302	0.0111	0	0.01346	0	0	0	0.02167	0	0	0	0	0.26053	0	0	0	0.00064	0	0	0.22575	0	0.00388	0.962	0	1.11097	0	0	0	0	0	0.27119	0.24292	0	0.16356	0	0	0	0	0	0.67286	0	0	0.00365	0	0	0.0182	0	0.13492	0	0	0.73515	0	0	0	0.01001	0	0	0	0	0	0	0.91166	0.08581	0	0	0	0	0	0	0.00452	0	0	0	0	0.70846
Bacteroides_nordii	2|976|200643|171549|815|816|291645	0.00302	0	0.0207	0	0.00205	0	0.04735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01574	0	0.04148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00122
Bacteroides_ovatus	2|976|200643|171549|815|816|28116	0.00976	0	0.48105	0.17291	0.00025	0.06343	0.07161	0	0.06623	0.12282	0.2424	0	0.1334	0.0823	0.50902	0.81784	0.00681	0.2215	0.00582	0.00404	0.89509	6.08773	0.16834	0.05364	0.02433	0.01474	0.48184	0.00874	0.00234	0.04495	0	0.14127	0.4146	0.04754	0.19939	0.01962	0	0	0.22673	0	0.00069	0.71794	0.17197	1.17382	0.00233	0.41218	1.34231	0.00109	0	0.00825	0.0159	0.07915	0.00554	0.10717	0.00639	0.01052	0.49095	0.27493	0.08925	0.06226	0.01872	0.02547	0	0.00466	0	5.77239	1.36953	0.11365	0	0.51497	0.10929	0	0.05065	0.18115	0.11274	0.00516	0.00858	0	0	0.02159	0.01045	0.0395	0	0.19825	0	0.02184	0	0	0	0.01369	0.02612	0	0.09824	0	0.02075	0.47344	0.01199	0	9.51317	0.05729	0.08866	0.02502	0.02723	0.00812	1.01006	0.07924	0.03469	0.23681	0.25235	0.08184	0.002	0.56234	0.19389	0.93059	0	0.06081	0.04035	0.27837	0.00163	0.0503	0.42835	0.01302	0.04409	0	0.4902	0.00989	0.00532	0.02157	0.02853	0.09681	0.00391	0	0.00684	0.04308	0.15458	0.23224	0.01109	0	0	0.06524	0.13979	0.18138	0.02783	0.00449	0	0.00319	0	0	0.08145	0	0	0	0	0.18032	0.00203	0	0	0.00799	0	0	0	0.01591	0	0.13807
Bacteroides_plebeius	2|976|200643|171549|815|816|310297	9.30722	0	0	0	3.78875	9.72023	0	0	0	0	0	18.14705	0	0	0	0	0	0.09448	0	0.08016	0	0	0	0	0	0.00174	0	0	0	0.15691	0	0.02797	0	0	0	0	0	0	0	0.00367	0	0	0.011	0	0	0	0	0	0	0	0	0	0.04094	0.02734	0.00762	0	0	0	0	0	0	0	0	0	0	0	0	0.04327	0	0	0	0	0.28273	0.0837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08259	0	1.26391	0	0.11718	0	0	0	0.14252	0	0	0	0	0	0	0	0	0.28212	0.06202	0	0	0	0.88905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04161	0.00798	0	0	0.15219	0	17.77692
Bacteroides_salanitronis	2|976|200643|171549|815|816|376805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
